Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;Moyenne loyer mensuel;Surface moyenne (m²);nombre_observations;nombre_logements;methodologie_production
B3600;2025;Agglomération de Châteauroux;;;2. Entre 1946-1970;2. 1 an et plus;Appart 3P;5.9;6.7;7.3;8.1;9.6;7.5;383;414;450;502;560;466;62;118;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;2. Entre 1946-1970;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;44;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;;;5.8;6.7;7.7;8.9;10.6;7.5;373;440;530;673;793;560;75;332;1579;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;;Ensemble 4P+;5.3;6.1;6.8;8.1;8.9;6.8;520;575;673;776;829;680;99;96;610;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;;Ensemble 1P;8;8.8;9.7;10.9;12.4;9.8;295;311;340;363;414;342;35;54;98;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;;Ensemble 2P;6.8;7.6;8.7;10.2;12.1;8.9;352;400;435;471;510;441;49;106;385;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;;Ensemble 3P;6;7;7.7;8.3;9.4;7.7;458;473;527;603;712;554;72;76;487;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;;5.9;6.5;7.9;8.9;10.2;7.6;380;450;515;695;800;571;75;94;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;12;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Appart 2P;;;;;;;;;;;;;;35;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;16;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;13;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;;5.7;6.7;7.6;8.9;10.6;7.5;370;436;543;666;776;557;75;238;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;46;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;41;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Appart 2P;6.8;7.5;8.7;9.7;11.9;8.9;343;390;430;461;500;436;49;67;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Appart 3P;;;;;;;;;;;;;;41;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;3. Entre 1971-1990;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;;;6.6;7.5;8.4;9.3;11;8.1;420;486;700;765;830;652;80;286;861;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;;Ensemble 4P+;6.2;7.1;8;8.6;9.1;7.7;650;702;753;790;875;752;97;144;347;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;27;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;;Ensemble 2P;8.4;9;9.9;10.9;12.5;10;370;427;445;480;550;455;46;74;232;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;41;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;;6.6;7.1;8.6;9.8;11;8.2;430;480;700;750;810;644;78;63;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;24;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;7;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 2P;;;;;;;;;;;;;;20;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;4;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;4;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;;6.7;7.5;8.4;9.1;11;8.1;415;486;703;766;830;654;81;223;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;12;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Maison 4P+;6.7;7.5;8.1;8.6;9;7.8;668;711;756;796;876;762;97;107;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;19;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Appart 2P;8.3;9;9.8;11.2;12.6;9.9;399;427;445;480;568;458;46;53;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Appart 3P;;;;;;;;;;;;;;23;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;4. Entre 1991-2005;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;9;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;;;6.9;7.9;8.8;9.9;10.8;8.4;494;603;750;820;920;724;86;161;651;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;;Ensemble 4P+;5.6;7.5;8.2;8.9;10;7.9;700;737;783;850;950;796;100;57;258;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;6;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;;Ensemble 2P;8.7;9.3;9.7;10.2;11.1;9.8;426;460;496;515;595;499;51;65;222;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;33;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;43;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;19;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;2;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Appart 2P;;;;;;;;;;;;;;12;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;3;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;1;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;;6.8;7.8;8.7;9.7;10.6;8.4;485;582;700;792;878;705;84;118;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;30;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Appart 2P;;;;;;;;;;;;;;47;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Appart 3P;;;;;;;;;;;;;;17;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;;5. Après 2005;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;7;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;;;5.9;7;8;9;10;7.7;530;600;700;780;860;694;90;696;2495;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;;Maison 1-3P;6.5;7.8;8.9;10;11.1;8.6;450;527;580;657;732;588;68;237;855;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;;Maison 4P+;5.7;6.7;7.7;8.6;9.3;7.4;600;667;743;800;900;747;101;459;1640;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;1. Moins de 1 an;;6.3;7.1;8.1;9.4;10.5;7.9;530;630;720;810;900;725;91;194;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;1. Moins de 1 an;Maison 1-3P;6.5;7.7;9.6;10.5;11.3;8.9;480;530;600;690;825;622;70;68;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;1. Moins de 1 an;Maison 4P+;6.1;7;7.9;8.9;9.3;7.6;650;700;760;830;950;782;103;126;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;2. 1 an et plus;;5.8;6.9;7.9;8.9;9.9;7.6;520;590;682;764;830;683;89;502;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;2. 1 an et plus;Maison 1-3P;6.5;7.8;8.7;9.8;10.9;8.6;445;510;570;650;700;574;67;169;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;;2. 1 an et plus;Maison 4P+;5.6;6.6;7.5;8.5;9.3;7.3;600;654;734;796;878;735;100;333;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;1. Avant 1946;;;5.7;6.6;7.6;8.9;10.4;7.5;480;560;646;735;830;655;88;271;459;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;1. Avant 1946;;Maison 1-3P;5.9;7.3;8.3;9.9;11.3;8.2;426;510;569;631;692;569;69;141;182;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;1. Avant 1946;;Maison 4P+;5.5;6.4;7.1;7.9;8.9;7;600;650;715;800;915;741;106;130;278;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;1. Avant 1946;1. Moins de 1 an;;5.9;6.8;7.8;8.9;10.6;7.6;530;580;660;740;850;674;89;89;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;1. Avant 1946;2. 1 an et plus;;5.7;6.6;7.6;8.9;10.4;7.4;460;550;637;732;830;646;87;182;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;2. Entre 1946-1970;;;6.3;7;8.3;9.1;9.8;7.8;540;600;650;728;810;667;85;129;704;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;38;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;2. Entre 1946-1970;;Maison 4P+;5.8;6.6;7.9;8.8;9.4;7.5;575;630;690;787;820;699;93;91;437;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;35;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;2. Entre 1946-1970;2. 1 an et plus;;5.8;6.8;8.1;8.9;9.7;7.6;540;580;650;710;795;652;86;94;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;3. Entre 1971-1990;;;5.6;6.7;7.7;8.9;10.2;7.3;540;590;680;793;890;695;95;81;608;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;23;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;3. Entre 1971-1990;;Maison 4P+;5.5;6.2;7.3;8.7;9.5;7;575;626;700;800;900;728;104;58;410;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;3. Entre 1971-1990;2. 1 an et plus;;5.5;6.6;7.4;8.8;10.2;7.2;540;583;659;745;818;670;93;64;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;4. Entre 1991-2005;;;6.7;7.5;8.3;8.8;9.5;8;650;700;751;790;857;748;94;147;386;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;4. Entre 1991-2005;;Maison 4P+;6.7;7.4;8;8.7;9.1;7.8;673;710;756;798;875;762;97;131;285;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;28;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;4. Entre 1991-2005;2. 1 an et plus;;6.7;7.5;8.3;8.8;9.3;8;650;703;754;790;873;749;94;119;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;5. Après 2005;;;7;7.9;8.6;9.7;10.3;8.3;626;700;774;830;920;768;92;68;338;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;49;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;25;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;43;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;;;6.1;7;8.3;10;11.9;8.1;340;390;452;528;620;471;58;1295;3128;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;;Appart 1P;7.9;9.2;10.7;12.9;15.6;10.8;278;305;340;373;414;343;32;221;329;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;;Appart 2P;7.2;8.3;9.3;10.6;12.1;9.3;340;375;423;467;510;425;46;553;1243;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;;Appart 3P;6.1;6.7;7.5;8.5;10.3;7.7;400;435;497;554;645;509;66;379;983;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;;Appart 4P+;5.3;6;6.6;7.5;8.3;6.6;420;483;563;660;737;579;87;142;573;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;1. Moins de 1 an;;6.4;7.4;8.6;10.6;12.5;8.5;350;405;480;550;650;487;57;378;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;1. Moins de 1 an;Appart 1P;8.4;9.5;11.1;13.8;17.3;11.5;270;310;350;380;430;347;30;73;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;1. Moins de 1 an;Appart 2P;7.7;8.5;9.8;11;12.6;9.7;365;400;450;480;545;449;46;161;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;1. Moins de 1 an;Appart 3P;6.2;7.1;7.9;9.6;10.9;8.1;420;470;505;568;650;526;65;105;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;39;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;2. 1 an et plus;;6.1;6.8;8.1;9.7;11.6;7.9;338;385;445;513;620;465;59;917;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;2. 1 an et plus;Appart 1P;7.9;9.1;10.7;12.6;15.3;10.6;278;303;340;365;405;341;32;148;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;2. 1 an et plus;Appart 2P;7.2;8.2;9.1;10.4;11.9;9.2;331;370;414;461;500;417;45;392;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;2. 1 an et plus;Appart 3P;6.1;6.6;7.3;8.3;9.7;7.5;395;425;480;550;642;503;67;274;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;;2. 1 an et plus;Appart 4P+;5.1;5.9;6.6;7.2;8.2;6.5;400;470;550;655;750;571;88;103;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;;;6.3;7.3;8.7;10.8;12.5;8.4;330;375;450;520;607;458;54;372;394;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;;Appart 1P;8.7;10.3;11.6;15;16.8;11.8;260;303;350;360;385;338;29;69;36;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;;Appart 2P;7.7;8.5;9.6;11.1;12.5;9.6;321;364;400;463;490;408;43;165;161;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;;Appart 3P;6.1;6.5;7.5;8.8;10.8;7.8;400;444;510;570;650;515;66;111;126;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;27;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;1. Moins de 1 an;;7.2;7.9;9.6;11.4;13.8;9.2;350;390;470;545;620;476;52;120;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;1. Avant 1946;2. 1 an et plus;;6.2;7.1;8.5;10.5;11.8;8.1;321;370;430;518;599;450;55;252;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;;;5.9;6.7;7.7;9.4;11.1;7.8;335;385;435;500;580;447;57;440;976;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;;Appart 1P;7;8.3;9.4;10.9;15;9.8;270;289;320;375;400;328;33;66;87;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;;Appart 2P;7;7.9;9.1;10.3;12.2;9.2;320;360;400;450;500;411;45;154;343;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;;Appart 3P;5.9;6.7;7.4;8.5;10;7.6;380;418;465;518;620;476;63;164;333;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;;Appart 4P+;4.9;5.5;6.6;7.4;8.1;6.5;390;439;474;559;650;501;78;56;213;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;6.4;7.5;8.6;10;11.9;8.5;345;400;482;550;630;483;57;128;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;5.6;6.7;7.4;9.1;10.4;7.6;335;375;422;479;557;436;58;312;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;;;6;6.7;7.8;9.1;10.9;7.6;340;400;465;540;673;486;64;251;971;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;;Appart 1P;8;8.8;9.7;10.9;12.4;9.8;295;311;340;363;414;342;35;54;96;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;;Appart 2P;6.8;7.6;8.7;9.9;11.9;8.8;346;395;435;470;508;438;50;102;351;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;;Appart 3P;5.8;6.5;7.2;7.9;8.3;7.2;450;467;497;540;611;524;73;57;325;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;38;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;5.9;6.4;7.8;8.8;10.6;7.5;355;419;480;535;670;494;66;77;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6.1;6.8;7.7;9.1;11.4;7.7;340;396;460;543;689;482;63;174;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;;;6.6;7.4;9;10.9;12.6;8.6;350;420;461;554;647;488;57;139;475;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;26;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;;Appart 2P;8.4;9;9.9;11;12.6;10;401;427;445;480;550;460;46;73;201;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;27;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;13;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;35;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;6.6;7.4;9;11;12.6;8.6;350;415;455;538;642;483;56;104;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;;;6.8;8;9.2;10.4;11.4;8.8;425;470;569;673;869;610;69;93;313;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;6;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 2P;8.3;9;9.6;10.2;11;9.7;424;452;485;537;598;497;51;59;188;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;20;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;8;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;18;;Estimation directe
B3600;2025;Agglomération de Châteauroux;;Appartement;5. Après 2005;2. 1 an et plus;;6.7;7.8;8.9;10.1;11.3;8.7;426;476;569;673;876;618;71;75;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;;5.9;6.9;8.3;10;12.1;7.8;310;385;481;620;722;503;64;1199;5346;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Maison 1-3P;6;7.7;8.6;9.6;10.3;8.3;400;445;536;592;620;515;62;120;845;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Ensemble 4P+;5.4;6.1;7.1;7.9;8.7;6.8;463;570;650;739;810;646;94;412;1841;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Maison 4P+;5.4;6.1;7.1;8;8.7;6.8;500;591;660;750;810;662;97;302;1563;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Appart 1P;8.8;10.6;12.8;16.7;19.4;12.4;250;259;310;340;358;304;24;178;676;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Appart 2P;6.6;8.1;9.4;10.9;12.1;9.2;290;360;395;438;492;396;43;292;1241;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Appart 3P;5.7;6.7;8;9.3;9.8;7.8;373;407;480;550;625;486;62;197;743;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Appart 4P+;5.5;5.9;6.8;7.6;8.9;6.9;400;420;540;653;750;553;81;110;278;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Ensemble 1P;8.8;10.6;12.8;16.7;19.4;12.4;250;259;310;340;358;304;24;178;695;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Ensemble 2P;6.6;8.3;9.4;10.9;12;9.2;290;360;400;451;500;403;44;318;1502;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;;Ensemble 3P;5.9;7.1;8.2;9.3;10;8;390;443;512;591;625;510;64;291;1308;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;1. Moins de 1 an;;6.7;7.4;9.2;10.7;13.8;8.6;290;360;450;621;683;485;57;293;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;1. Moins de 1 an;Ensemble 4P+;6.1;6.8;7.2;8.1;10;7.5;485;621;670;740;850;674;90;69;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;1. Moins de 1 an;Ensemble 1P;8.7;10.6;14.2;18.3;20.8;12.8;250;250;287;321;341;288;23;63;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;1. Moins de 1 an;Ensemble 2P;7.8;8.5;10;10.9;13.2;9.7;350;362;401;450;500;414;43;98;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;1. Moins de 1 an;Ensemble 3P;5.7;6.9;8.5;9.6;10;8.1;400;440;550;610;650;530;66;63;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;2. 1 an et plus;;5.7;6.6;8;9.4;11.4;7.5;320;394;500;618;730;511;68;906;;Estimation directe
B6100;2025;Agglomération d'Alençon;;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;343;;
B6100;2025;Agglomération d'Alençon;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;115;;
B6100;2025;Agglomération d'Alençon;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;220;;
B6100;2025;Agglomération d'Alençon;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;228;;
B6100;2025;Agglomération d'Alençon;;;1. Avant 1946;;;5.7;6.5;8.4;10.8;13.2;7.8;280;350;420;540;650;455;59;487;1661;Estimation directe
B6100;2025;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 4P+;4.1;5.4;6.2;7.5;8.6;6.2;440;506;599;750;860;629;102;150;455;Estimation directe
B6100;2025;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 1P;8.2;11;12.8;15.6;18.6;12.5;220;275;310;340;398;311;25;90;248;Estimation directe
B6100;2025;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 2P;6.1;7.7;9.7;11;13.2;9.3;260;345;380;414;475;381;41;131;551;Estimation directe
