Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;Moyenne loyer mensuel;Surface moyenne (m²);nombre_observations;nombre_logements;methodologie_production
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;;;6.4;7.1;8.7;10.1;11.7;8.4;440;517;700;840;957;695;83;294;1375;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;;Ensemble 4P+;6.2;6.8;8.3;9.8;11.7;8.2;650;700;810;950;1050;826;100;99;840;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;24;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;;Ensemble 2P;7.8;8;10.1;11.3;11.9;9.5;403;440;450;625;716;512;54;96;208;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;;Ensemble 3P;6.5;6.7;8.6;9.9;10.8;8.1;440;445;560;662;790;576;71;75;314;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;1. Moins de 1 an;;7.7;8.4;9.9;11.4;12.3;9.7;440;460;780;950;1080;739;76;78;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;216;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;;;5.8;6.4;7.6;8.8;10;7.5;500;600;700;810;902;712;95;404;4163;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;;Maison 4P+;5.7;6.4;7.6;8.7;10;7.4;600;670;754;850;950;765;103;308;3212;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;1. Moins de 1 an;;6.2;7.5;7.8;10.1;11.7;8.5;625;675;800;934;1080;813;96;80;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;1. Moins de 1 an;Maison 4P+;6.2;7.5;7.8;9.7;11.7;8.3;648;675;800;950;1080;835;101;60;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;324;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;248;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;1. Avant 1946;;;5.1;6.1;7;8.3;9.6;6.9;385;520;620;700;850;617;89;95;778;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;56;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;23;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;72;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;40;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;28;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;31;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;3. Entre 1971-1990;;;5.8;6.4;7.5;8.9;9.7;7.3;465;579;675;771;850;671;92;53;876;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;41;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;5;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;48;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;4. Entre 1991-2005;;;5.7;7.1;7.6;8.2;9.6;7.5;650;700;750;800;870;759;101;108;935;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;97;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;86;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;5. Après 2005;;;6.2;6.6;8;9.5;11.7;8.1;592;700;800;900;1050;800;99;108;881;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;86;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;87;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;;;5.7;7.4;8.7;10.5;12.3;8.1;380;431;500;590;707;523;65;677;3510;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;;Appart 1P;10;10;12.4;14;16.9;12.4;300;300;350;385;530;364;29;67;250;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;;Appart 2P;7.4;8.6;10.1;11.6;13.7;9.8;373;410;451;507;550;463;47;286;1203;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;;Appart 3P;5.9;7.5;8.1;9.9;10.7;8.1;410;450;500;570;645;517;64;242;1373;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;;Appart 4P+;4.3;5.4;7.1;7.8;9.1;6.5;507;606;695;757;850;699;108;82;684;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;1. Moins de 1 an;;7;8.1;9.9;11.5;13.9;9.3;380;410;490;590;720;524;56;163;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;18;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;1. Moins de 1 an;Appart 2P;8.5;9.3;11.7;13.9;14.6;11.1;380;410;470;500;540;469;42;80;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;1. Moins de 1 an;Appart 3P;5.6;7.9;9.1;10.3;10.8;8.6;394;410;488;570;650;509;59;51;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;514;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;49;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;2. 1 an et plus;Appart 2P;7.3;8.2;10;10.9;12;9.3;373;409;443;515;550;461;50;206;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;2. 1 an et plus;Appart 3P;6;7.1;8.1;9;10.2;7.8;424;480;500;570;636;522;67;191;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;;2. 1 an et plus;Appart 4P+;4.3;5;6.6;7.6;8.5;6;500;600;680;729;850;675;112;68;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;;;5.4;6.7;8.1;10.3;12.2;7.7;373;410;500;590;729;519;67;201;978;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;28;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;;Appart 2P;6.7;7.5;9;10.9;12.5;8.8;373;409;500;550;559;479;54;74;340;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;;Appart 3P;5.6;6.3;8.1;10;10.8;7.9;394;450;488;590;650;516;66;72;324;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;27;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;48;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;153;;
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;46;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;5;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;9;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;12;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;20;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;5;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;41;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;41;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;12;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;13;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B8200;2025;Communautés de communes Terres des Confluences et Grand Sud Tarn;;Appartement;4. Entre 1991-2005;;;7.4;7.9;9.2;11;13.6;9.2;380;423;490;545;634;503;55;203;766;Estimation directe
